,sentiment
9082,1
18713,2
12778,1
23911,1
22787,1
18502,1
9819,2
24401,1
14468,1
7562,2
14698,1
9199,1
14408,2
23666,1
16675,1
15381,1
10942,2
20184,1
9177,2
11705,2
11689,2
11257,1
19235,1
1196,1
22319,2
23290,2
9886,2
23876,1
23693,2
9224,2
24052,2
7760,2
452,1
10220,2
10285,1
7400,1
8281,1
19960,1
17776,1
22360,2
993,1
14441,1
584,1
12278,1
8475,2
13899,2
8444,2
11876,1
23247,2
3734,1
13103,2
11085,1
22337,2
2515,1
3426,2
24472,1
10817,1
1640,2
2260,2
19924,1
9058,1
21387,1
1413,2
9026,1
16479,2
14602,2
20217,1
7401,1
7667,1
17211,2
7818,2
5721,2
5548,1
6099,1
22003,2
3461,1
4398,2
21882,2
14264,1
19075,1
3308,2
15825,2
10237,1
14182,2
12681,2
2399,1
23262,1
11956,2
13330,1
6027,1
19415,1
5115,2
21846,2
5763,2
21087,1
21161,1
20462,1
11611,2
14536,2
10022,1
2834,1
23986,2
6570,1
20620,2
12782,1
21300,2
18321,2
1259,2
3607,1
4978,2
8333,1
3436,1
13095,2
22669,1
20363,2
5594,2
12401,2
9845,1
5355,2
14828,2
17359,1
12780,1
3420,2
2555,1
9353,2
20801,2
22777,1
12398,2
10163,2
12430,1
1582,1
21362,2
5755,2
17598,1
7807,1
17126,2
20258,2
16053,2
17589,2
22751,2
3085,2
1226,2
4565,2
14643,2
5887,2
24326,1
18245,1
21291,2
10458,1
5945,2
3218,1
17843,2
8017,1
20487,1
1936,1
22113,1
21326,1
2422,1
11168,1
22454,2
19662,1
2909,1
19630,1
3389,1
12134,1
6666,1
18020,1
17131,1
534,1
7127,2
12064,2
23676,2
7410,2
12464,2
17961,2
5358,1
543,1
4632,2
9014,1
1581,1
21803,2
12656,2
1571,1
20642,1
2709,2
3973,2
164,2
20133,2
21448,1
19130,2
24572,1
19168,1
8449,2
10417,1
2054,2
3023,2
506,2
4265,1
12491,1
16006,2
20040,2
14266,1
1165,2
6539,1
13102,1
19528,2
4499,1
3244,1
20612,2
7651,1
2067,1
22652,2
15101,2
1010,2
10301,2
1158,1
21406,1
21226,2
4505,1
16569,2
7611,1
10736,1
8006,2
24471,1
6964,1
3608,2
9064,1
4380,2
24328,2
1784,2
7692,1
16586,2
2530,2
15298,1
21686,2
9518,2
7998,1
17695,1
21526,1
6164,1
22370,2
15073,2
21207,2
4823,1
3027,1
13104,2
22528,2
14028,1
17806,1
1477,1
22863,1
18388,1
20260,2
17764,1
16418,1
20001,1
10898,1
21401,2
3263,1
23398,1
4452,2
23464,2
11034,2
23736,1
2258,2
20758,2
6074,2
3832,2
12267,1
9513,2
12275,2
22111,2
19526,1
6215,2
2945,1
23136,1
3416,1
632,2
2943,2
12342,1
22741,1
1201,1
17221,2
9742,1
13170,2
16946,2
10147,2
9089,2
3082,1
24603,1
10952,1
8522,1
13753,2
5108,2
17680,2
820,2
9107,2
23110,1
11911,1
735,1
8829,1
11145,1
23524,1
14148,1
11264,1
7169,1
4072,1
8680,2
7385,2
7234,2
4333,1
17614,1
17739,2
12397,1
18903,2
10321,1
8461,2
8538,1
5064,2
21136,1
3007,1
2034,1
7691,1
20702,1
10267,2
6706,1
7437,1
24136,2
17492,1
1822,2
3596,2
14920,1
13326,1
16889,2
6041,1
2405,2
15869,1
7266,2
23607,1
9637,1
15821,1
8954,1
1230,1
15000,1
1561,1
23312,2
7593,2
8316,1
2015,1
857,2
10211,1
1436,2
19010,2
6659,2
23466,1
19654,2
9744,1
13557,1
1328,2
7129,2
910,1
2111,2
16770,2
20333,2
4065,1
2456,1
8764,2
20059,1
1395,1
9583,2
5298,1
16663,2
10251,1
1392,1
5580,2
14963,2
16335,1
18429,2
5303,2
16944,1
21693,1
24060,2
4458,2
13092,2
20427,2
8509,2
2565,1
17295,2
5081,1
8640,1
23201,2
18143,1
12508,2
17844,2
14435,1
23090,1
16400,1
2281,1
14138,1
12423,1
19342,2
21259,1
19233,2
15614,1
789,2
21279,2
20170,1
13216,1
5794,2
14630,1
8213,1
5960,2
24068,2
20453,2
14043,2
20436,2
1887,1
2780,2
6305,1
16719,1
8631,2
10964,1
6084,2
16034,1
18708,2
16171,1
3787,1
15877,2
1227,2
18511,2
15613,1
3964,2
21920,1
21826,1
14383,2
8204,1
9178,2
24406,2
9018,1
6647,1
6034,1
15233,2
4150,1
12203,2
9229,2
20971,1
19712,1
12419,1
23620,1
14838,2
8606,2
18826,1
8715,1
2655,1
11940,1
20614,1
7468,2
10608,2
12528,1
14612,2
13711,1
4803,1
9955,1
18933,1
6694,1
1102,1
17210,2
18394,1
7704,1
23360,1
4103,2
15630,1
6128,2
24660,2
14783,1
14372,2
12299,2
7902,2
23892,2
22414,1
4775,2
23153,2
21889,1
11288,2
11924,1
3788,2
8455,2
12193,1
20447,2
21307,2
11773,2
16597,1
7333,1
23480,2
16474,2
23928,1
18206,2
3866,2
11305,1
562,1
2192,1
20367,2
6448,1
622,2
1565,1
15464,1
9489,2
22589,1
24760,1
5321,1
11984,1
11637,2
22351,1
19324,2
10166,1
18863,1
17460,2
3422,1
13683,1
874,1
19996,1
13027,1
7126,2
24325,1
7656,1
6199,1
20770,1
16610,2
15893,2
15991,1
9356,1
21973,2
13808,1
12327,1
441,2
19265,2
23914,2
22802,1
17305,2
17808,2
18756,2
2300,1
19119,2
21368,1
17189,2
10287,1
5729,2
7573,1
16370,1
1275,1
8287,1
12710,1
13475,1
14432,2
17429,1
7979,1
16202,1
10695,2
18791,1
1173,1
17002,1
3379,1
20394,2
725,1
7783,1
23115,1
6460,1
20036,1
18672,2
2782,1
10604,2
8589,2
1493,2
9165,2
4810,1
14359,2
22676,2
4421,1
5169,2
14057,2
20324,1
14417,1
11364,1
8220,1
23418,1
4877,1
5975,1
21849,1
15938,2
19065,2
4675,2
21623,1
9644,1
12639,1
23998,1
24423,2
9451,2
7079,1
6452,1
7812,1
24243,2
11861,2
22905,1
18464,2
11329,2
1429,2
2700,1
12714,2
2820,2
23830,2
19355,2
8925,1
12964,2
8517,2
9965,2
19334,2
15894,2
7613,2
22814,2
10185,1
10256,1
20366,1
2195,2
18493,2
8687,1
13875,1
18046,2
2447,1
18237,1
14445,1
24116,1
6944,2
24629,1
16361,2
15658,2
15193,2
21640,2
2930,2
14826,1
11811,1
6783,2
3355,2
19201,2
10748,2
21150,2
10355,1
23358,2
6423,2
3098,2
6351,1
20157,1
8250,2
18858,2
6586,1
17518,2
12478,1
24157,1
23757,2
23313,2
19458,1
4144,2
1970,1
16535,2
13234,1
21446,2
17062,1
10663,1
23324,2
10903,2
1288,2
24447,1
66,2
16712,1
12455,1
3167,1
6090,2
22465,1
19242,1
24238,2
21000,2
19738,1
3639,2
17153,2
5336,1
9444,1
15215,2
8695,1
5016,2
3002,1
23284,2
17937,1
19721,2
16338,2
4924,1
3052,2
20153,1
22894,1
9686,2
12129,2
23126,2
19307,2
16485,1
16137,2
19506,2
8318,2
6412,1
10214,1
9002,2
15166,1
8183,1
8082,2
17789,1
9813,1
15042,2
7330,2
16785,1
14480,2
12200,2
23655,1
23129,1
9463,1
8643,1
24314,2
10094,1
24234,1
13615,2
10891,2
15107,2
21391,2
18368,2
21315,1
14978,1
7059,2
5439,1
8398,1
11504,1
9040,2
13477,2
3522,1
10358,1
22668,1
8001,2
1614,1
358,1
10611,1
19925,2
11163,2
10966,2
14116,2
19481,2
1060,2
4687,1
16411,1
16935,2
2631,2
17626,2
2575,1
15299,1
169,1
1922,2
15623,1
6672,2
10304,1
4925,2
4244,1
20790,1
4327,1
21334,2
16700,1
22781,1
3271,1
15831,1
4896,1
21743,2
3348,1
10388,1
8872,1
12592,2
5865,1
19390,1
21328,1
16030,2
22828,2
1373,2
24262,1
21818,1
23456,1
22248,2
11901,2
16517,1
10318,1
256,2
20622,1
67,1
5782,1
7629,2
8212,2
19768,1
13083,1
13588,2
21572,1
199,2
19739,2
24034,2
222,2
17504,1
1300,1
2716,1
9927,1
4943,2
6957,2
11797,2
19825,1
16744,2
5585,2
15264,2
4590,1
17608,2
24558,1
18591,1
5563,2
19195,1
12646,1
14972,1
18189,1
15339,2
6038,2
10176,2
3784,1
11411,1
2987,2
21365,1
15139,1
14824,2
16045,2
24088,2
18555,1
22412,1
6626,2
5473,2
7567,2
18423,2
8957,2
23698,1
24556,2
4743,2
2503,2
20916,2
11045,1
4465,2
2665,1
12768,2
6013,1
926,2
3439,2
1820,1
19249,2
17674,2
952,1
8165,1
21678,1
8364,1
933,1
3573,1
9576,1
4784,2
16757,1
12526,2
13933,1
502,1
11847,1
824,2
14124,1
1208,1
23422,1
18431,2
6275,2
3556,2
22526,1
22150,2
3444,1
17627,2
3958,2
19200,2
11242,2
16107,2
23741,2
9840,2
20107,2
5154,1
7078,2
15999,2
3474,2
7121,1
1907,1
15330,2
4552,1
21422,1
8841,2
138,2
16868,1
12483,2
12403,1
813,2
13985,1
10777,2
17994,2
8388,2
18186,1
7427,1
1052,2
930,1
2845,2
20896,2
8520,2
16557,1
11285,2
14199,1
19829,2
14114,1
6003,1
20948,2
10043,1
11112,1
21165,1
1077,2
24210,1
20508,2
10418,2
3716,2
6622,1
7434,1
1438,2
2844,2
21200,2
10825,2
5179,2
18823,2
5523,2
21989,1
2548,1
11159,1
14215,1
6899,2
8372,2
20868,1
1072,1
2128,2
17602,2
3058,2
5972,2
17997,1
10790,1
17020,1
18284,1
20505,1
14799,2
6263,2
18913,2
20675,1
20600,2
13135,1
16248,1
2395,1
6297,2
8783,1
9625,2
10169,1
18120,2
4052,1
9988,1
17057,1
21162,2
22479,2
15897,1
12786,2
2187,1
15366,2
14739,1
1906,2
13292,2
12142,2
1028,2
16526,2
18634,2
12080,2
8236,2
8397,2
16454,1
4942,2
5605,1
18805,1
3998,2
4129,1
3108,1
8953,1
11075,2
14764,1
7527,1
14247,2
2764,2
18816,1
4340,1
2527,1
6374,1
16768,2
19594,1
19252,2
13881,2
20318,1
21930,2
23499,1
132,2
13265,1
20696,1
12730,2
7025,2
9896,1
15213,2
20534,1
20787,1
8481,1
1666,2
8693,1
12240,1
12567,2
19557,2
17862,1
10072,1
14092,2
7572,2
17372,1
7948,1
13260,1
18565,2
11867,2
13115,1
22684,2
12668,2
5055,2
22580,1
21253,1
19785,1
12760,1
20923,2
8125,1
6525,2
19062,1
1810,2
15563,2
17224,1
19244,1
3917,1
15837,1
21353,1
19215,2
18455,2
7984,1
24715,2
3485,1
12903,2
3028,2
9252,2
17852,1
2861,1
6316,1
2672,1
10922,2
24072,2
692,1
7895,1
8862,1
13342,2
484,2
2595,1
7873,2
13787,1
17118,1
4283,2
6483,2
852,2
7211,2
22846,1
22656,2
12918,2
20734,1
9059,1
5893,1
14108,2
5419,2
23343,1
24593,2
4478,2
13430,2
5222,2
4296,2
5863,2
2365,1
7847,1
3937,2
16272,2
6915,2
14082,2
3644,1
24275,1
1470,2
11161,2
19077,1
4219,2
14992,2
18217,2
22523,2
1379,1
19216,2
23939,1
5841,2
19522,1
3450,2
1923,2
6171,2
1647,1
12970,1
22848,1
7925,1
794,1
3343,1
17251,1
3890,1
21585,2
2781,1
8779,1
20034,1
12324,1
21006,2
18886,1
3188,1
11023,1
20725,2
18067,2
6375,2
23980,1
23494,1
22075,2
21895,2
21235,2
12994,1
19353,1
785,1
4625,2
9416,1
15743,2
18693,2
1778,1
18226,1
1861,1
14089,1
23750,2
13946,1
2322,1
2051,1
4641,1
23100,2
23457,2
9359,1
15892,2
15680,1
1828,2
5397,1
4553,2
2885,1
4109,1
12255,1
17522,2
8203,2
1357,1
15212,1
19728,2
19868,2
6268,2
8352,1
3051,2
6900,2
14605,2
23399,2
11374,1
17457,1
15291,2
21108,2
8813,2
14233,1
10262,1
10857,2
16069,1
11382,2
12226,2
1751,1
7941,1
17450,1
15820,1
4600,2
9916,2
3897,1
11448,1
17583,2
19127,2
1319,1
16645,2
4250,1
4291,1
9691,2
22439,1
7120,1
15422,1
14971,1
21944,2
782,1
17849,1
14832,2
17180,1
18175,1
15870,1
14837,2
22126,2
23672,1
12607,2
23668,2
1312,1
16773,2
15761,1
19944,2
611,1
10061,1
7780,2
22850,1
1689,1
18078,1
498,2
22597,2
13721,2
17222,1
10177,2
13983,1
7842,1
20411,1
11499,2
16204,1
4208,1
21491,1
4023,1
3358,2
14848,1
23921,2
16132,1
16527,1
15750,2
13994,2
4514,2
17503,2
927,1
15767,2
4111,1
6923,1
9601,2
23035,2
9737,1
20449,1
9887,2
8675,1
14596,1
22118,1
1007,2
17426,2
18195,2
11528,2
700,1
18911,2
290,1
24686,2
13700,2
20483,2
1495,1
19360,2
19172,1
5745,2
22146,1
18346,1
24203,1
23731,1
2481,1
7739,2
2796,2
1178,1
21220,2
3029,2
23078,2
8625,2
8703,1
8312,1
1637,1
15161,1
2654,1
16656,2
19417,1
23776,1
18136,2
18956,2
19559,1
21489,2
12643,2
14206,2
19115,2
18884,2
22870,1
23417,1
1295,1
8361,1
1431,2
19603,1
2242,1
14515,2
12974,1
19436,2
8883,2
24197,1
20564,2
15146,1
5630,1
6714,1
21101,1
6369,1
14212,2
7167,2
13057,1
650,1
15541,1
22548,2
13065,1
15245,1
2560,1
7135,1
7011,1
10489,2
14551,1
5785,2
19043,1
15569,1
22292,2
15790,2
58,1
23716,2
3103,2
19227,2
9914,1
5010,1
15573,1
23363,2
2786,2
19456,1
6692,1
14917,2
17716,2
11482,1
8723,2
9358,1
2653,2
21986,1
23820,1
4107,1
20856,2
9315,1
10558,1
5026,2
9856,1
3815,1
23103,2
20827,1
22575,1
18600,2
219,2
2524,1
5304,1
3511,1
1094,1
6226,2
2212,1
16644,1
15871,1
23713,1
19909,2
23661,1
4076,1
20374,2
14553,1
13329,1
13590,2
5593,1
20039,1
4740,1
15397,2
18190,2
9516,1
135,1
15176,1
1015,1
6247,1
16013,1
18392,2
11602,1
15346,1
13195,1
11074,1
11164,2
3997,1
16465,1
11099,2
7455,2
6760,2
21079,2
16813,2
12823,2
8887,2
2512,1
5902,2
21263,2
971,1
21913,1
23395,1
12312,1
3418,2
18687,1
14274,2
5032,2
14209,1
8796,2
14486,2
10728,2
5796,2
5675,1
18327,1
11171,1
23038,1
4746,1
17829,2
19457,1
10804,1
9292,1
12896,2
18641,2
20338,2
14899,2
21205,1
23584,1
24219,2
18734,2
8819,1
2047,2
21776,1
21910,1
3241,1
23085,2
17869,1
7022,2
8722,1
6012,1
16101,1
16067,1
22067,1
20003,1
9526,1
7297,1
10727,1
6426,2
23681,1
9150,2
22430,2
12519,1
21517,2
21503,2
13586,1
10806,2
566,2
7269,2
13978,1
15079,2
14730,1
8164,2
24115,2
17284,1
18806,2
23767,1
2010,1
11958,1
24546,1
8982,2
16827,2
18308,2
12274,1
21238,2
12996,1
15491,1
22163,2
24722,1
20917,2
19965,2
19156,1
4783,2
13497,1
3999,1
158,1
11707,2
11089,2
14461,2
11111,2
19380,2
23300,2
16567,1
9560,1
8807,1
24664,1
4231,2
20143,2
1162,1
23048,2
225,2
19470,1
9189,2
16473,2
20387,2
2507,1
20595,2
19593,2
6168,2
8554,2
14589,2
3725,2
10606,1
1717,2
22369,2
18374,1
17881,2
23747,2
3631,1
14400,1
6967,1
5665,1
9461,1
20651,2
23612,2
8685,1
9120,2
11823,2
20915,2
19263,1
11462,1
17461,1
444,1
5741,1
21105,1
11540,2
69,2
6931,1
9718,2
15538,2
8257,1
8639,2
2726,1
739,2
682,1
12300,2
1401,2
9989,2
263,1
23890,2
2753,2
10416,1
2027,2
1078,1
12332,2
10179,1
12808,2
21749,2
22190,1
3693,2
7320,2
694,2
15612,1
16934,1
20992,1
22518,2
4412,2
14898,1
14343,1
15137,2
5194,1
10918,2
13147,1
15288,2
378,1
15463,1
13749,1
16391,1
14902,2
1326,2
12474,1
16574,2
13263,2
16840,1
1478,2
8824,2
1657,1
13245,2
601,1
6184,1
9899,2
12222,2
4384,2
6811,2
19798,2
22172,2
16957,1
321,1
4400,2
5174,1
5532,2
24341,2
15921,2
17759,1
7058,2
17710,1
23614,1
9559,2
10490,2
10167,1
14388,1
11187,1
1932,2
9802,1
5057,2
614,2
9939,2
6087,2
24657,2
16601,1
11791,2
5995,1
1132,1
20213,2
9796,1
9794,1
3536,1
3488,1
19125,2
1377,1
7171,1
4487,1
17252,2
1120,1
6693,2
18828,2
21219,2
330,1
8472,1
14394,2
21066,2
4683,2
11296,2
23869,2
23606,1
12420,2
24403,2
20430,1
15860,1
10401,2
13225,1
15936,2
22700,1
9232,1
7679,2
19833,1
12694,1
6395,1
15957,1
13214,1
24605,2
11515,2
2680,1
20844,1
13528,1
22384,1
8021,2
24364,2
20749,2
23903,1
9715,2
4970,2
22992,2
19189,2
9101,1
1271,1
11545,1
14191,1
21370,2
24773,2
6821,1
24640,2
24386,2
24061,2
8485,1
11758,1
14271,2
7597,2
9316,1
21684,1
14955,2
10733,1
3154,1
24362,1
24652,2
6906,1
24611,2
18743,1
3838,2
18124,2
24372,2
20126,1
23235,1
14196,1
21480,2
4252,2
16467,2
21120,1
22213,1
2878,1
19210,1
11056,1
3351,2
7339,1
7068,2
3254,1
22845,2
19309,2
3026,2
19335,2
14109,2
20022,1
5568,1
17752,2
6568,1
19404,2
11609,1
12346,1
11100,1
11238,2
623,2
4516,2
646,1
17922,1
18389,1
4614,2
14290,2
18663,2
1437,1
12867,2
12606,2
9151,1
11564,2
472,1
14713,2
5125,2
11541,1
5490,1
19634,2
6276,2
17853,2
1260,2
5811,2
18419,1
17684,1
19993,2
21261,1
17431,1
10541,1
24463,2
11527,2
3620,1
10408,2
11579,1
22450,1
12118,1
10034,2
7105,1
11973,1
7686,1
11141,2
6875,2
3604,1
7877,2
4756,2
17318,2
10646,2
8065,1
9599,2
5664,2
7555,2
10709,1
461,2
8396,2
481,1
19471,1
3909,2
24613,2
17555,1
21501,1
20312,2
17088,1
4011,2
23521,2
14344,1
13259,1
6871,1
14361,1
7285,1
6219,1
16904,1
19511,1
18788,2
17102,2
4531,1
24217,1
15618,1
15762,2
22546,1
20607,2
10864,1
24787,2
5040,1
2045,1
24231,1
203,1
717,2
21800,1
9394,1
10415,1
22989,2
1735,2
8464,1
17038,1
851,2
21027,1
24276,2
19202,2
15659,1
8763,2
521,1
1991,2
11403,2
19338,1
19310,2
4672,2
21280,2
10115,1
16116,2
9407,2
17649,1
15184,2
4859,2
16859,2
7185,1
19527,2
4542,1
17400,2
4160,1
2341,1
16685,2
18768,2
8504,2
714,2
20503,1
13652,2
6266,1
4642,2
18116,1
20282,2
10110,1
16252,2
22057,1
8638,2
17327,2
10916,2
22407,2
12083,1
5312,2
17732,1
15898,1
11101,1
8267,1
8956,1
18531,2
6233,1
12162,1
21359,1
21728,2
1731,1
4007,2
23391,2
7908,1
8302,1
22294,2
12584,1
9227,2
12120,1
15953,2
9823,1
21945,2
10974,1
4899,1
13029,2
14384,1
24388,2
17593,2
18354,2
23763,2
23722,1
10560,1
7467,2
6252,2
594,1
485,2
18427,1
16184,1
2574,1
11319,1
9765,1
20848,1
10950,2
18421,2
10462,1
7501,1
917,1
16653,1
11457,1
10569,1
3032,2
13768,1
6583,1
18336,2
5353,2
8787,2
19855,2
8665,1
2908,1
3799,2
14573,2
24152,2
14773,1
24497,1
9986,1
2525,2
23476,2
2902,1
8894,1
20769,2
2032,2
7402,1
6728,1
451,1
9937,2
18563,2
3808,1
18066,1
23526,2
21535,2
23590,2
9450,2
730,2
5611,1
7204,2
8496,1
9751,2
11167,1
16227,2
1191,2
11443,1
24252,1
3197,2
8075,2
20972,2
8479,1
13037,1
11177,1
21481,1
20321,2
11204,1
7003,2
23332,2
11300,2
3908,2
10103,1
428,2
22507,1
3824,1
8171,2
22978,2
1654,1
985,2
9700,1
17967,2
12564,2
4972,2
7725,1
23088,1
19048,2
22210,2
12463,1
17916,1
16027,1
24741,2
15278,1
8828,2
19433,2
3685,2
7855,1
5616,2
9754,2
10471,2
3828,2
1503,1
4122,1
21175,1
9666,1
5677,1
12900,1
18115,2
3297,1
19811,1
10477,2
14990,1
12249,2
10856,1
18914,1
19191,1
8052,1
22572,2
8,2
24690,2
16570,1
8858,1
10508,2
7699,1
1606,2
15030,2
16025,1
16038,2
5370,1
21316,2
2901,2
11566,1
19230,2
9860,1
11975,1
14618,2
6971,2
9827,2
2587,1
13761,1
14846,1
17995,2
2502,1
23633,2
15857,1
18166,2
20676,2
16968,1
23578,1
1973,1
15920,2
18777,1
22926,2
2035,2
24609,1
1699,2
10323,1
21538,1
9054,1
1124,2
9293,1
8893,1
24336,1
9756,1
22786,2
18652,1
262,1
13628,2
5362,1
23669,2
10442,1
21151,2
9728,2
5348,2
19760,2
1358,1
3562,2
3840,1
676,1
19328,2
2744,2
20089,2
10873,2
13585,2
21400,2
4995,2
11176,2
2074,1
22174,2
18148,1
1804,2
12484,1
24768,1
8832,1
8626,1
17542,2
2528,1
23631,1
3168,2
2348,1
19298,1
15546,1
10705,1
20598,1
11195,1
17072,2
2236,1
1141,2
14348,2
24720,2
19005,1
5610,1
39,2
17001,1
22061,2
12917,2
17243,2
12572,2
16152,1
17507,1
18119,1
8296,1
2981,2
5471,1
24023,2
13362,1
23254,1
21251,2
1200,2
21322,1
22453,1
9063,2
20395,2
24000,1
11331,1
12577,1
4991,2
12914,1
21907,2
3296,2
10443,1
16925,1
16921,2
7432,2
2403,1
11080,1
14476,2
13492,1
6151,1
14367,2
4457,1
22815,2
10123,1
19278,1
14505,1
13272,2
12691,2
17468,1
15300,1
4497,1
5628,2
14621,1
14765,1
17246,1
21369,2
5787,2
6881,2
2738,2
6743,1
16776,2
2139,1
11460,1
1612,1
10889,1
23188,1
21687,2
17491,1
12703,1
14645,1
16964,1
249,1
10565,1
24711,2
13074,2
5712,2
20682,1
22343,1
3948,2
288,2
16697,1
9425,1
3146,1
13730,1
20628,2
5962,2
12512,1
2463,2
22607,2
2120,2
20497,2
5402,2
5592,2
17164,1
20320,2
22120,1
5398,2
13629,1
24782,2
14591,2
8583,2
16580,1
20920,2
6785,2
17801,2
19543,2
13654,2
18621,2
5096,1
12921,2
20041,2
8993,1
22468,2
14980,1
23461,1
5536,1
8094,2
13014,1
2691,1
9382,2
1869,1
2177,2
21793,1
21293,2
18068,1
6361,2
20688,2
24359,1
1835,1
23683,2
6111,2
12096,1
6939,2
14333,2
11011,1
10078,2
14991,2
20322,1
5472,1
6787,1
7220,2
13920,2
1686,1
17033,2
11261,1
15653,2
20354,1
11005,1
10622,1
11298,2
16193,2
23505,2
3796,1
18277,1
20309,1
22015,2
19398,2
2577,2
15378,1
14691,1
4719,2
22635,2
7243,1
17870,2
12248,2
9706,1
17616,2
23913,2
273,1
12745,2
1068,1
12149,1
3288,2
22299,2
5150,1
3627,2
17133,1
18710,1
12285,2
12447,1
17121,2
9600,2
9733,1
9510,2
4636,2
3178,1
12331,2
22981,1
19451,2
7617,1
14998,2
13357,1
24039,2
19781,2
966,1
5849,1
14167,1
323,2
16405,1
14987,1
23979,1
9626,2
1676,2
21544,1
11516,2
20185,1
13770,2
11004,2
9848,1
214,1
6314,2
24511,1
24181,2
12070,1
20068,2
11491,2
7101,1
7013,2
23822,1
15130,1
23818,2
11226,2
366,1
4236,1
2558,2
9164,1
11952,1
24624,2
7526,2
12642,1
17735,2
11283,1
11459,2
4348,2
24171,2
14472,2
6513,1
15140,2
24769,2
13886,2
15377,2
21195,1
20443,2
7149,2
18871,2
18053,2
3667,1
21987,1
13262,1
20722,1
17217,1
516,1
19185,2
553,1
17846,2
7292,2
17772,2
18999,2
23161,1
7219,1
18902,2
15810,1
14803,2
14080,2
15934,2
21906,2
11685,2
4758,1
3050,1
23884,1
6828,2
6368,1
524,1
13040,2
15159,2
12999,2
3357,1
14888,2
19064,2
4080,2
23026,1
23866,1
3256,1
11794,2
13699,1
10665,1
9312,1
1206,1
15226,2
5356,2
7970,1
2299,2
24730,2
18074,2
21821,2
4486,2
3745,2
21885,2
4187,1
3147,2
9782,2
16787,1
18812,1
15935,1
16583,1
3427,2
3457,1
12319,2
6108,1
16436,1
6191,2
17101,2
20823,1
11083,2
19176,1
24016,2
11487,1
1927,2
10240,2
7893,2
14039,1
10684,2
21468,2
21302,2
4084,1
7719,1
21164,1
21629,2
19727,1
14938,2
1285,1
4832,1
12219,2
15321,1
13897,1
5749,2
7346,1
24776,2
14534,1
168,1
11174,1
14767,2
404,1
9723,1
22443,2
4170,2
13819,2
18735,1
12702,1
8003,2
19746,1
16191,2
21115,1
24166,2
3486,1
24298,2
3118,1
22290,2
21778,2
3313,2
9432,1
4696,2
4545,1
4900,2
24563,2
20890,2
8986,1
24200,1
9838,2
20818,1
4191,2
22718,1
12199,2
7548,1
24475,2
6540,2
12035,2
12442,2
23219,2
6397,1
17699,2
17323,1
23642,2
8728,1
21797,2
8058,2
4397,1
10294,2
9309,1
3299,2
10770,2
5855,2
14282,1
13712,2
18671,2
21478,1
24731,1
11562,2
17575,2
16819,1
18055,1
12587,2
22797,1
21225,1
9833,2
14790,1
6417,1
668,2
8863,2
4508,2
11588,1
3952,2
22714,1
17917,2
2572,2
18562,2
19078,2
2335,2
11700,1
3809,2
15056,2
18001,2
17237,1
17413,2
8421,1
16472,2
10378,2
14324,2
3873,2
11582,2
6089,2
426,2
18730,1
17560,2
17603,1
10827,2
8284,2
16118,2
11949,2
11254,2
18017,1
13945,2
20392,1
18876,2
13344,1
22012,1
8506,1
13050,1
19508,2
12935,1
1406,1
5184,1
20138,2
4663,1
741,1
19939,2
5857,1
15992,1
13321,1
20481,1
23191,2
20822,2
17289,1
13804,2
7040,2
6605,2
1935,2
1509,2
13953,1
12825,2
17379,1
11946,1
2850,1
20058,1
8805,2
22221,2
5256,1
8280,2
3179,2
3719,2
3362,1
20685,1
19452,2
12116,2
4053,1
1798,2
11474,2
19983,1
23092,2
6402,1
14218,2
10680,2
13908,1
16547,2
3516,2
16519,2
13132,2
9617,1
13860,1
9094,1
21924,2
7641,2
1738,1
13580,1
15651,2
1843,2
5000,2
13680,1
9436,2
7152,1
8454,1
15698,2
19987,2
3209,2
22986,2
7200,2
6021,2
14720,1
16365,2
23040,1
1210,1
4087,2
2134,1
1258,2
22755,1
2827,2
21007,1
1972,2
19915,1
15598,1
731,1
9378,2
1603,2
16198,1
16070,1
5708,2
231,2
23248,2
2287,1
24453,1
13379,2
5347,2
5187,2
7785,2
20486,2
21311,1
18525,1
19865,1
818,1
82,1
23819,1
15974,2
4308,1
13210,1
1856,2
7632,1
4681,2
18329,1
6455,2
18286,2
18384,1
14032,1
6132,1
14746,2
200,1
4045,1
9248,2
1195,1
13743,2
17110,1
2615,2
3837,2
21097,2
21473,1
23601,1
9618,2
4622,1
24083,1
23443,1
13407,2
9889,2
23150,1
15507,2
17181,2
976,2
18814,1
20484,1
527,1
777,1
24402,1
21476,2
15805,2
24140,1
22825,1
18574,1
21297,2
3419,1
16760,1
3215,2
4428,1
22951,2
10525,2
11839,2
12610,1
14810,2
934,1
14625,2
22865,2
11233,1
7823,2
3046,1
24056,1
1042,2
22974,2
18800,2
1741,2
20064,1
5722,1
10008,1
19546,2
20616,1
12281,1
6558,2
6685,2
5718,1
8591,2
19609,1
12375,1
18393,1
1518,1
4576,1
19689,2
11383,1
13366,1
17408,1
23305,1
7829,2
11865,2
16210,1
232,2
17756,2
20294,1
1496,2
3993,1
17915,1
1346,1
19809,1
11636,1
14111,2
17108,2
6167,2
6636,2
7492,1
2961,1
12575,1
11857,1
5294,2
4703,1
24038,1
5927,2
15310,1
3496,2
5037,1
11215,2
20117,1
6519,2
16726,2
21679,1
7659,2
15152,1
22217,1
17064,2
19916,2
7901,2
21619,2
7404,2
1708,2
9798,2
18859,1
12897,1
1277,1
7599,1
23330,1
9139,2
23745,1
9922,1
